repository,config,mcc
Oefenweb/ansible-postfix,config_0_2,0.97059
Oefenweb/ansible-postfix,config_1_0,0.97059
Oefenweb/ansible-postfix,config_1_1,0.97059
Oefenweb/ansible-postfix,config_1_2,0.97059
Oefenweb/ansible-postfix,config_2_0,0.98529
Oefenweb/ansible-postfix,config_2_1,0.98529
Oefenweb/ansible-postfix,config_2_2,0.98529
Oefenweb/ansible-supervisor,config_0_0,0.88336
Oefenweb/ansible-supervisor,config_0_1,0.88336
Oefenweb/ansible-supervisor,config_0_2,0.88336
Oefenweb/ansible-supervisor,config_1_0,0.88336
Oefenweb/ansible-supervisor,config_1_1,0.89749
Oefenweb/ansible-supervisor,config_1_2,0.89749
Oefenweb/ansible-supervisor,config_2_0,0.88336
Oefenweb/ansible-supervisor,config_2_1,0.88336
Oefenweb/ansible-supervisor,config_2_2,0.88336
openstack/openstack-ansible-os_neutron,config_0_0,0.81856
openstack/openstack-ansible-os_neutron,config_0_1,0.79335
openstack/openstack-ansible-os_neutron,config_0_2,0.81856
openstack/openstack-ansible-os_neutron,config_1_0,0.58317
openstack/openstack-ansible-os_neutron,config_1_1,0.55962
openstack/openstack-ansible-os_neutron,config_1_2,0.55862
openstack/openstack-ansible-os_neutron,config_2_0,0.64616
openstack/openstack-ansible-os_neutron,config_2_1,0.63743
openstack/openstack-ansible-os_neutron,config_2_2,0.63743
openstack/openstack-ansible-os_nova,config_0_0,0.57381
openstack/openstack-ansible-os_nova,config_0_1,0.60036
openstack/openstack-ansible-os_nova,config_0_2,0.59104
openstack/openstack-ansible-os_nova,config_1_0,0.44718
openstack/openstack-ansible-os_nova,config_1_1,0.45145
openstack/openstack-ansible-os_nova,config_1_2,0.40725
openstack/openstack-ansible-os_nova,config_2_0,0.51308
openstack/openstack-ansible-os_nova,config_2_1,0.53018
openstack/openstack-ansible-os_nova,config_2_2,0.51162
openstack/openstack-ansible-rabbitmq_server,config_0_0,0.73789
openstack/openstack-ansible-rabbitmq_server,config_0_1,0.72945
openstack/openstack-ansible-rabbitmq_server,config_0_2,0.72945
openstack/openstack-ansible-rabbitmq_server,config_1_0,0.59431
openstack/openstack-ansible-rabbitmq_server,config_1_1,0.57868
openstack/openstack-ansible-rabbitmq_server,config_1_2,0.55929
openstack/openstack-ansible-rabbitmq_server,config_2_0,0.72516
openstack/openstack-ansible-rabbitmq_server,config_2_1,0.72309
openstack/openstack-ansible-rabbitmq_server,config_2_2,0.72516
openwisp/ansible-openwisp2,config_0_0,0.71021
openwisp/ansible-openwisp2,config_0_1,0.6933
openwisp/ansible-openwisp2,config_0_2,0.70631
openwisp/ansible-openwisp2,config_1_0,0.61332
openwisp/ansible-openwisp2,config_1_1,0.61555
openwisp/ansible-openwisp2,config_1_2,0.61379
openwisp/ansible-openwisp2,config_2_0,0.61755
openwisp/ansible-openwisp2,config_2_1,0.61576
openwisp/ansible-openwisp2,config_2_2,0.62272
oVirt/ovirt-ansible-disaster-recovery,config_0_0,0.72104
oVirt/ovirt-ansible-disaster-recovery,config_0_1,0.73257
oVirt/ovirt-ansible-disaster-recovery,config_0_2,0.69856
oVirt/ovirt-ansible-disaster-recovery,config_1_0,0.30954
oVirt/ovirt-ansible-disaster-recovery,config_1_1,0.31429
oVirt/ovirt-ansible-disaster-recovery,config_1_2,0.32348
oVirt/ovirt-ansible-disaster-recovery,config_2_0,0.60744
oVirt/ovirt-ansible-disaster-recovery,config_2_1,0.60744
oVirt/ovirt-ansible-disaster-recovery,config_2_2,0.60033
oVirt/ovirt-ansible-hosted-engine-setup,config_0_0,0.78819
oVirt/ovirt-ansible-hosted-engine-setup,config_0_1,0.77872
oVirt/ovirt-ansible-hosted-engine-setup,config_0_2,0.79368
oVirt/ovirt-ansible-hosted-engine-setup,config_1_0,0.30702
oVirt/ovirt-ansible-hosted-engine-setup,config_1_1,0.30316
oVirt/ovirt-ansible-hosted-engine-setup,config_1_2,0.29355
oVirt/ovirt-ansible-hosted-engine-setup,config_2_0,0.3075
oVirt/ovirt-ansible-hosted-engine-setup,config_2_1,0.30763
oVirt/ovirt-ansible-hosted-engine-setup,config_2_2,0.30611
PyratLabs/ansible-role-k3s,config_0_0,0.33971
PyratLabs/ansible-role-k3s,config_0_1,0.33971
PyratLabs/ansible-role-k3s,config_0_2,0.33971
PyratLabs/ansible-role-k3s,config_1_0,0.32705
PyratLabs/ansible-role-k3s,config_1_1,0.33589
PyratLabs/ansible-role-k3s,config_1_2,0.33295
PyratLabs/ansible-role-k3s,config_2_0,0.33346
PyratLabs/ansible-role-k3s,config_2_1,0.33346
PyratLabs/ansible-role-k3s,config_2_2,0.3279
riemers/ansible-gitlab-runner,config_0_0,0.60493
riemers/ansible-gitlab-runner,config_0_1,0.60671
riemers/ansible-gitlab-runner,config_0_2,0.61296
riemers/ansible-gitlab-runner,config_1_0,0.62291
riemers/ansible-gitlab-runner,config_1_1,0.62443
riemers/ansible-gitlab-runner,config_1_2,0.62641
riemers/ansible-gitlab-runner,config_2_0,0.67735
riemers/ansible-gitlab-runner,config_2_1,0.67391
riemers/ansible-gitlab-runner,config_2_2,0.66855
rvm/rvm1-ansible,config_0_0,0.55505
rvm/rvm1-ansible,config_0_1,0.58544
rvm/rvm1-ansible,config_0_2,0.58544
rvm/rvm1-ansible,config_1_0,0.58544
rvm/rvm1-ansible,config_1_1,0.58544
rvm/rvm1-ansible,config_1_2,0.58544
rvm/rvm1-ansible,config_2_0,0.55505
rvm/rvm1-ansible,config_2_1,0.55505
rvm/rvm1-ansible,config_2_2,0.58544
sensu/sensu-ansible,config_0_0,0.07191
sensu/sensu-ansible,config_0_1,0.07191
sensu/sensu-ansible,config_0_2,0.07191
sensu/sensu-ansible,config_1_0,0.08452
sensu/sensu-ansible,config_1_1,0.08452
sensu/sensu-ansible,config_1_2,0.08452
sensu/sensu-ansible,config_2_0,0.0509
sensu/sensu-ansible,config_2_1,0.05768
sensu/sensu-ansible,config_2_2,0.05768
stackbuilders/sb-debian-base,config_0_0,0.50558
stackbuilders/sb-debian-base,config_0_1,0.49846
stackbuilders/sb-debian-base,config_0_2,0.49318
stackbuilders/sb-debian-base,config_1_0,0.48765
stackbuilders/sb-debian-base,config_1_1,0.47337
stackbuilders/sb-debian-base,config_1_2,0.46477
stackbuilders/sb-debian-base,config_2_0,0.51072
stackbuilders/sb-debian-base,config_2_1,0.51499
stackbuilders/sb-debian-base,config_2_2,0.52212
stackhpc/ansible-role-libvirt-vm,config_0_0,0.21822
stackhpc/ansible-role-libvirt-vm,config_0_1,0.21822
stackhpc/ansible-role-libvirt-vm,config_0_2,0.21822
stackhpc/ansible-role-libvirt-vm,config_1_0,0.21822
stackhpc/ansible-role-libvirt-vm,config_1_1,0.21822
stackhpc/ansible-role-libvirt-vm,config_1_2,0.21822
stackhpc/ansible-role-libvirt-vm,config_2_0,0.21822
stackhpc/ansible-role-libvirt-vm,config_2_1,0.21822
stackhpc/ansible-role-libvirt-vm,config_2_2,0.21822
stackhpc/ansible-role-os-images,config_0_0,100.000
stackhpc/ansible-role-os-images,config_0_1,100.000
stackhpc/ansible-role-os-images,config_0_2,100.000
stackhpc/ansible-role-os-images,config_1_0,100.000
stackhpc/ansible-role-os-images,config_1_1,100.000
stackhpc/ansible-role-os-images,config_1_2,100.000
stackhpc/ansible-role-os-images,config_2_0,100.000
stackhpc/ansible-role-os-images,config_2_1,100.000
stackhpc/ansible-role-os-images,config_2_2,100.000
stone-payments/ansible-rabbitmq,config_0_0,100.000
stone-payments/ansible-rabbitmq,config_0_1,100.000
stone-payments/ansible-rabbitmq,config_0_2,100.000
stone-payments/ansible-rabbitmq,config_1_0,0.89633
stone-payments/ansible-rabbitmq,config_1_1,0.88213
stone-payments/ansible-rabbitmq,config_1_2,0.89633
stone-payments/ansible-rabbitmq,config_2_0,100.000
stone-payments/ansible-rabbitmq,config_2_1,100.000
stone-payments/ansible-rabbitmq,config_2_2,100.000
tulibraries/ansible-role-airflow,config_0_0,0.07143
tulibraries/ansible-role-airflow,config_0_1,0.07143
tulibraries/ansible-role-airflow,config_0_2,0.07143
tulibraries/ansible-role-airflow,config_1_0,0.09467
tulibraries/ansible-role-airflow,config_1_1,0.09467
tulibraries/ansible-role-airflow,config_1_2,0.09467
tulibraries/ansible-role-airflow,config_2_0,0.07143
tulibraries/ansible-role-airflow,config_2_1,0.07143
tulibraries/ansible-role-airflow,config_2_2,0.07143
UnderGreen/ansible-role-mongodb,config_0_0,0.76716
UnderGreen/ansible-role-mongodb,config_0_1,0.76791
UnderGreen/ansible-role-mongodb,config_0_2,0.76718
UnderGreen/ansible-role-mongodb,config_1_0,0.7694
UnderGreen/ansible-role-mongodb,config_1_1,0.75771
UnderGreen/ansible-role-mongodb,config_1_2,0.77052
UnderGreen/ansible-role-mongodb,config_2_0,0.77083
UnderGreen/ansible-role-mongodb,config_2_1,0.77573
UnderGreen/ansible-role-mongodb,config_2_2,0.77519
viasite-ansible/ansible-role-zsh,config_0_0,0.79162
viasite-ansible/ansible-role-zsh,config_0_1,0.81373
viasite-ansible/ansible-role-zsh,config_0_2,0.79162
viasite-ansible/ansible-role-zsh,config_1_0,0.75958
viasite-ansible/ansible-role-zsh,config_1_1,0.7615
viasite-ansible/ansible-role-zsh,config_1_2,0.77004
viasite-ansible/ansible-role-zsh,config_2_0,0.79162
viasite-ansible/ansible-role-zsh,config_2_1,0.80068
viasite-ansible/ansible-role-zsh,config_2_2,0.79162
wcm-io-devops/ansible-conga-ansible-controlhost,config_0_0,100.000
wcm-io-devops/ansible-conga-ansible-controlhost,config_0_1,0.677
wcm-io-devops/ansible-conga-ansible-controlhost,config_0_2,0.677
wcm-io-devops/ansible-conga-ansible-controlhost,config_1_0,0.43301
wcm-io-devops/ansible-conga-ansible-controlhost,config_1_1,0.36515
wcm-io-devops/ansible-conga-ansible-controlhost,config_1_2,0.36515
wcm-io-devops/ansible-conga-ansible-controlhost,config_2_0,0.677
wcm-io-devops/ansible-conga-ansible-controlhost,config_2_1,0.677
wcm-io-devops/ansible-conga-ansible-controlhost,config_2_2,0.677
willshersystems/ansible-sshd,config_0_0,100.000
willshersystems/ansible-sshd,config_0_1,100.000
willshersystems/ansible-sshd,config_0_2,0.97727
willshersystems/ansible-sshd,config_1_0,0.97727
willshersystems/ansible-sshd,config_1_1,0.97727
willshersystems/ansible-sshd,config_1_2,100.000
willshersystems/ansible-sshd,config_2_0,100.000
willshersystems/ansible-sshd,config_2_1,100.000
willshersystems/ansible-sshd,config_2_2,100.000
